##NAMES=Wagnerite
##RRUFFID=R050519
##IDEAL CHEMISTRY=Mg_2_PO_4_F
##LOCALITY=Kjorrestad, near Bamle, Norway
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pale yellow lamellar fragments, associated with isokite, R070526.
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050519
##MEASURED CHEMISTRY=Mg_2.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_ ; = gray phase, and the light phase is isokite: Ca_1.00_Mg_1.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_
##CELL PARAMETERS=a: 9.631(1) b: 12.667(2) c: 11.922(1) alpha: 90 beta: 108.270(6) gamma: 90 volume: 1381.2(3) crystal system: monoclinic
64.650, 0.340
64.660, 0.274
64.670, 0.227
64.680, 0.206
64.690, 0.219
64.700, 0.274
64.710, 0.381
64.720, 0.553
64.730, 0.807
64.740, 1.157
64.750, 1.606
64.760, 2.130
64.770, 2.677
64.780, 3.166
64.790, 3.507
64.800, 3.626
64.810, 3.493
64.820, 3.131
64.830, 2.612
64.840, 2.029
64.850, 1.474
64.860, 1.012
64.870, 0.674
64.880, 0.463
64.890, 0.368
64.900, 0.371
64.910, 0.458
64.920, 0.620
64.930, 0.848
64.940, 1.123
64.950, 1.413
64.960, 1.676
64.970, 1.863
64.980, 1.939
64.990, 1.890
65.000, 1.733
65.010, 1.509
65.020, 1.270
65.030, 1.064
65.040, 0.921
65.050, 0.846
65.060, 0.826
65.070, 0.837
65.080, 0.853
65.090, 0.855
65.100, 0.832
65.110, 0.785
65.120, 0.720
65.130, 0.646
65.140, 0.570
65.150, 0.497
65.160, 0.429
65.170, 0.369
65.180, 0.318
65.190, 0.280
65.200, 0.259
65.210, 0.259
65.220, 0.282
65.230, 0.326
65.240, 0.388
65.250, 0.468
65.260, 0.567
65.270, 0.699
65.280, 0.885
65.290, 1.151
65.300, 1.521
65.310, 2.000
65.320, 2.564
65.330, 3.152
65.340, 3.677
65.350, 4.043
65.360, 4.179
65.370, 4.065
65.380, 3.738
65.390, 3.292
65.400, 2.842
65.410, 2.497
65.420, 2.329
65.430, 2.353
65.440, 2.530
65.450, 2.786
65.460, 3.036
65.470, 3.218
65.480, 3.310
65.490, 3.335
65.500, 3.343
65.510, 3.387
65.520, 3.491
65.530, 3.641
65.540, 3.787
65.550, 3.868
65.560, 3.832
65.570, 3.664
65.580, 3.386
65.590, 3.057
65.600, 2.743
65.610, 2.497
65.620, 2.341
65.630, 2.260
65.640, 2.212
65.650, 2.156
65.660, 2.066
65.670, 1.953
65.680, 1.857
65.690, 1.835
65.700, 1.940
65.710, 2.190
65.720, 2.560
65.730, 2.981
65.740, 3.358
65.750, 3.601
65.760, 3.660
65.770, 3.546
65.780, 3.334
65.790, 3.137
65.800, 3.076
65.810, 3.235
65.820, 3.636
65.830, 4.226
65.840, 4.889
65.850, 5.482
65.860, 5.875
65.870, 5.991
65.880, 5.822
65.890, 5.427
65.900, 4.902
65.910, 4.339
65.920, 3.803
65.930, 3.319
65.940, 2.882
65.950, 2.484
65.960, 2.128
65.970, 1.840
65.980, 1.659
65.990, 1.623
66.000, 1.750
66.010, 2.026
66.020, 2.405
66.030, 2.814
66.040, 3.177
66.050, 3.429
66.060, 3.540
66.070, 3.517
66.080, 3.400
66.090, 3.246
66.100, 3.108
66.110, 3.015
66.120, 2.965
66.130, 2.924
66.140, 2.846
66.150, 2.689
66.160, 2.438
66.170, 2.104
66.180, 1.726
66.190, 1.354
66.200, 1.030
66.210, 0.785
66.220, 0.625
66.230, 0.545
66.240, 0.528
66.250, 0.556
66.260, 0.615
66.270, 0.695
66.280, 0.791
66.290, 0.899
66.300, 1.009
66.310, 1.108
66.320, 1.178
66.330, 1.201
66.340, 1.165
66.350, 1.073
66.360, 0.939
66.370, 0.784
66.380, 0.630
66.390, 0.495
66.400, 0.385
66.410, 0.299
66.420, 0.232
66.430, 0.179
66.440, 0.137
66.450, 0.101
66.460, 0.073
66.470, 0.052
66.480, 0.040
66.490, 0.037
66.500, 0.050
66.510, 0.086
66.520, 0.159
66.530, 0.286
66.540, 0.488
66.550, 0.776
66.560, 1.150
66.570, 1.584
66.580, 2.028
66.590, 2.414
66.600, 2.670
66.610, 2.746
66.620, 2.624
66.630, 2.330
66.640, 1.923
66.650, 1.475
66.660, 1.053
66.670, 0.700
66.680, 0.439
66.690, 0.268
66.700, 0.178
66.710, 0.160
66.720, 0.206
66.730, 0.320
66.740, 0.506
66.750, 0.773
66.760, 1.120
66.770, 1.539
66.780, 2.009
66.790, 2.494
66.800, 2.949
66.810, 3.320
66.820, 3.555
66.830, 3.615
66.840, 3.479
66.850, 3.162
66.860, 2.706
66.870, 2.176
66.880, 1.641
66.890, 1.160
66.900, 0.769
66.910, 0.482
66.920, 0.295
66.930, 0.193
66.940, 0.164
66.950, 0.197
66.960, 0.289
66.970, 0.437
66.980, 0.631
66.990, 0.856
67.000, 1.082
67.010, 1.273
67.020, 1.396
67.030, 1.429
67.040, 1.367
67.050, 1.228
67.060, 1.044
67.070, 0.851
67.080, 0.678
67.090, 0.543
67.100, 0.451
67.110, 0.400
67.120, 0.381
67.130, 0.386
67.140, 0.406
67.150, 0.435
67.160, 0.466
67.170, 0.492
67.180, 0.505
67.190, 0.501
67.200, 0.478
67.210, 0.438
67.220, 0.386
67.230, 0.331
67.240, 0.280
67.250, 0.242
67.260, 0.219
67.270, 0.211
67.280, 0.215
67.290, 0.227
67.300, 0.242
67.310, 0.257
67.320, 0.270
67.330, 0.284
67.340, 0.298
67.350, 0.313
67.360, 0.328
67.370, 0.338
67.380, 0.340
67.390, 0.332
67.400, 0.315
67.410, 0.294
67.420, 0.279
67.430, 0.285
67.440, 0.325
67.450, 0.410
67.460, 0.545
67.470, 0.722
67.480, 0.923
67.490, 1.119
67.500, 1.281
67.510, 1.390
67.520, 1.448
67.530, 1.482
67.540, 1.544
67.550, 1.699
67.560, 2.008
67.570, 2.515
67.580, 3.231
67.590, 4.120
67.600, 5.105
67.610, 6.066
67.620, 6.869
67.630, 7.382
67.640, 7.514
67.650, 7.239
67.660, 6.599
67.670, 5.702
67.680, 4.684
67.690, 3.679
67.700, 2.788
67.710, 2.071
67.720, 1.549
67.730, 1.220
67.740, 1.074
67.750, 1.097
67.760, 1.280
67.770, 1.607
67.780, 2.052
67.790, 2.579
67.800, 3.140
67.810, 3.684
67.820, 4.164
67.830, 4.543
67.840, 4.806
67.850, 4.949
67.860, 4.975
67.870, 4.888
67.880, 4.685
67.890, 4.362
67.900, 3.927
67.910, 3.400
67.920, 2.821
67.930, 2.239
67.940, 1.702
67.950, 1.249
67.960, 0.907
67.970, 0.695
67.980, 0.631
67.990, 0.738
68.000, 1.043
68.010, 1.569
68.020, 2.317
68.030, 3.247
68.040, 4.267
68.050, 5.238
68.060, 5.998
68.070, 6.405
68.080, 6.382
68.090, 5.938
68.100, 5.166
68.110, 4.212
68.120, 3.230
68.130, 2.345
68.140, 1.630
68.150, 1.111
68.160, 0.777
68.170, 0.603
68.180, 0.565
68.190, 0.649
68.200, 0.846
68.210, 1.150
68.220, 1.542
68.230, 1.982
68.240, 2.413
68.250, 2.766
68.260, 2.981
68.270, 3.024
68.280, 2.895
68.290, 2.629
68.300, 2.279
68.310, 1.900
68.320, 1.535
68.330, 1.212
68.340, 0.940
68.350, 0.722
68.360, 0.555
68.370, 0.436
68.380, 0.362
68.390, 0.329
68.400, 0.331
68.410, 0.359
68.420, 0.404
68.430, 0.456
68.440, 0.507
68.450, 0.552
68.460, 0.591
68.470, 0.622
68.480, 0.647
68.490, 0.662
68.500, 0.665
68.510, 0.650
68.520, 0.617
68.530, 0.567
68.540, 0.504
68.550, 0.439
68.560, 0.379
68.570, 0.329
68.580, 0.295
68.590, 0.275
68.600, 0.268
68.610, 0.270
68.620, 0.277
68.630, 0.287
68.640, 0.298
68.650, 0.313
68.660, 0.341
68.670, 0.395
68.680, 0.493
68.690, 0.654
68.700, 0.892
68.710, 1.213
68.720, 1.601
68.730, 2.014
68.740, 2.394
68.750, 2.673
68.760, 2.794
68.770, 2.729
68.780, 2.488
68.790, 2.119
68.800, 1.688
68.810, 1.260
68.820, 0.887
68.830, 0.596
68.840, 0.392
68.850, 0.267
68.860, 0.207
68.870, 0.201
68.880, 0.244
68.890, 0.335
68.900, 0.473
68.910, 0.651
68.920, 0.855
68.930, 1.059
68.940, 1.228
68.950, 1.332
68.960, 1.347
68.970, 1.270
68.980, 1.116
68.990, 0.913
69.000, 0.697
69.010, 0.496
69.020, 0.330
69.030, 0.206
69.040, 0.121
69.050, 0.069
69.060, 0.039
69.070, 0.024
69.080, 0.016
69.090, 0.013
69.100, 0.011
69.110, 0.010
69.120, 0.011
69.130, 0.013
69.140, 0.016
69.150, 0.022
69.160, 0.030
69.170, 0.039
69.180, 0.047
69.190, 0.054
69.200, 0.058
69.210, 0.059
69.220, 0.056
69.230, 0.051
69.240, 0.046
69.250, 0.044
69.260, 0.047
69.270, 0.055
69.280, 0.070
69.290, 0.090
69.300, 0.112
69.310, 0.132
69.320, 0.147
69.330, 0.154
69.340, 0.153
69.350, 0.146
69.360, 0.138
69.370, 0.136
69.380, 0.149
69.390, 0.187
69.400, 0.262
69.410, 0.382
69.420, 0.552
69.430, 0.766
69.440, 1.006
69.450, 1.240
69.460, 1.431
69.470, 1.542
69.480, 1.553
69.490, 1.461
69.500, 1.286
69.510, 1.060
69.520, 0.821
69.530, 0.599
69.540, 0.414
69.550, 0.274
69.560, 0.178
69.570, 0.121
69.580, 0.097
69.590, 0.103
69.600, 0.139
69.610, 0.204
69.620, 0.297
69.630, 0.413
69.640, 0.539
69.650, 0.658
69.660, 0.752
69.670, 0.804
69.680, 0.811
69.690, 0.782
69.700, 0.737
69.710, 0.707
69.720, 0.722
69.730, 0.801
69.740, 0.946
69.750, 1.139
69.760, 1.345
69.770, 1.517
69.780, 1.612
69.790, 1.606
69.800, 1.494
69.810, 1.297
69.820, 1.050
69.830, 0.794
69.840, 0.561
69.850, 0.374
69.860, 0.237
69.870, 0.148
69.880, 0.100
69.890, 0.084
69.900, 0.097
69.910, 0.136
69.920, 0.203
69.930, 0.298
69.940, 0.415
69.950, 0.543
69.960, 0.665
69.970, 0.761
69.980, 0.815
69.990, 0.822
70.000, 0.789
70.010, 0.736
70.020, 0.695
70.030, 0.697
70.040, 0.767
70.050, 0.913
70.060, 1.124
70.070, 1.368
70.080, 1.601
70.090, 1.773
70.100, 1.849
70.110, 1.814
70.120, 1.681
70.130, 1.482
70.140, 1.263
70.150, 1.064
70.160, 0.912
70.170, 0.816
70.180, 0.774
70.190, 0.777
70.200, 0.820
70.210, 0.904
70.220, 1.032
70.230, 1.208
70.240, 1.426
70.250, 1.664
70.260, 1.889
70.270, 2.062
70.280, 2.150
70.290, 2.135
70.300, 2.021
70.310, 1.827
70.320, 1.589
70.330, 1.341
70.340, 1.114
70.350, 0.925
70.360, 0.779
70.370, 0.674
70.380, 0.601
70.390, 0.553
70.400, 0.525
70.410, 0.517
70.420, 0.530
70.430, 0.563
70.440, 0.611
70.450, 0.661
70.460, 0.701
70.470, 0.716
70.480, 0.699
70.490, 0.650
70.500, 0.577
70.510, 0.493
70.520, 0.409
70.530, 0.335
70.540, 0.275
70.550, 0.229
70.560, 0.194
70.570, 0.166
70.580, 0.142
70.590, 0.121
70.600, 0.104
70.610, 0.089
70.620, 0.076
70.630, 0.066
70.640, 0.058
70.650, 0.051
70.660, 0.047
70.670, 0.044
70.680, 0.042
70.690, 0.041
70.700, 0.040
70.710, 0.039
70.720, 0.037
70.730, 0.034
70.740, 0.030
70.750, 0.027
70.760, 0.025
70.770, 0.026
70.780, 0.030
70.790, 0.039
70.800, 0.054
70.810, 0.077
70.820, 0.108
70.830, 0.148
70.840, 0.197
70.850, 0.256
70.860, 0.326
70.870, 0.405
70.880, 0.492
70.890, 0.585
70.900, 0.680
70.910, 0.770
70.920, 0.850
70.930, 0.916
70.940, 0.965
70.950, 0.995
70.960, 1.003
70.970, 0.986
70.980, 0.941
70.990, 0.867
71.000, 0.768
71.010, 0.654
71.020, 0.538
71.030, 0.432
71.040, 0.346
71.050, 0.287
71.060, 0.256
71.070, 0.249
71.080, 0.263
71.090, 0.292
71.100, 0.329
71.110, 0.370
71.120, 0.410
71.130, 0.445
71.140, 0.473
71.150, 0.493
71.160, 0.504
71.170, 0.504
71.180, 0.492
71.190, 0.467
71.200, 0.428
71.210, 0.380
71.220, 0.325
71.230, 0.268
71.240, 0.214
71.250, 0.166
71.260, 0.125
71.270, 0.092
71.280, 0.068
71.290, 0.051
71.300, 0.043
71.310, 0.044
71.320, 0.053
71.330, 0.070
71.340, 0.096
71.350, 0.128
71.360, 0.162
71.370, 0.195
71.380, 0.221
71.390, 0.236
71.400, 0.240
71.410, 0.231
71.420, 0.214
71.430, 0.192
71.440, 0.170
71.450, 0.149
71.460, 0.132
71.470, 0.117
71.480, 0.104
71.490, 0.092
71.500, 0.080
71.510, 0.070
71.520, 0.063
71.530, 0.060
71.540, 0.062
71.550, 0.069
71.560, 0.080
71.570, 0.093
71.580, 0.105
71.590, 0.113
71.600, 0.117
71.610, 0.115
71.620, 0.110
71.630, 0.104
71.640, 0.101
71.650, 0.101
71.660, 0.106
71.670, 0.113
71.680, 0.120
71.690, 0.123
71.700, 0.120
71.710, 0.111
71.720, 0.097
71.730, 0.080
71.740, 0.062
71.750, 0.047
71.760, 0.037
71.770, 0.035
71.780, 0.047
71.790, 0.081
71.800, 0.149
71.810, 0.269
71.820, 0.460
71.830, 0.739
71.840, 1.108
71.850, 1.552
71.860, 2.030
71.870, 2.481
71.880, 2.835
71.890, 3.031
71.900, 3.040
71.910, 2.869
71.920, 2.561
71.930, 2.178
71.940, 1.784
71.950, 1.425
71.960, 1.126
71.970, 0.891
71.980, 0.714
71.990, 0.586
72.000, 0.502
72.010, 0.465
72.020, 0.480
72.030, 0.554
72.040, 0.688
72.050, 0.877
72.060, 1.102
72.070, 1.333
72.080, 1.534
72.090, 1.667
72.100, 1.708
72.110, 1.651
72.120, 1.509
72.130, 1.310
72.140, 1.091
72.150, 0.880
72.160, 0.697
72.170, 0.550
72.180, 0.436
72.190, 0.349
72.200, 0.282
72.210, 0.231
72.220, 0.194
72.230, 0.169
72.240, 0.155
72.250, 0.151
72.260, 0.156
72.270, 0.166
72.280, 0.178
72.290, 0.191
72.300, 0.202
72.310, 0.207
72.320, 0.205
72.330, 0.196
72.340, 0.179
72.350, 0.157
72.360, 0.132
72.370, 0.108
72.380, 0.090
72.390, 0.081
72.400, 0.085
72.410, 0.104
72.420, 0.139
72.430, 0.189
72.440, 0.249
72.450, 0.312
72.460, 0.370
72.470, 0.412
72.480, 0.434
72.490, 0.434
72.500, 0.416
72.510, 0.390
72.520, 0.367
72.530, 0.358
72.540, 0.374
72.550, 0.418
72.560, 0.489
72.570, 0.580
72.580, 0.675
72.590, 0.759
72.600, 0.814
72.610, 0.828
72.620, 0.799
72.630, 0.735
72.640, 0.649
72.650, 0.558
72.660, 0.475
72.670, 0.407
72.680, 0.355
72.690, 0.314
72.700, 0.281
72.710, 0.253
72.720, 0.231
72.730, 0.220
72.740, 0.225
72.750, 0.251
72.760, 0.302
72.770, 0.375
72.780, 0.461
72.790, 0.549
72.800, 0.620
72.810, 0.660
72.820, 0.661
72.830, 0.620
72.840, 0.547
72.850, 0.455
72.860, 0.363
72.870, 0.286
72.880, 0.232
72.890, 0.205
72.900, 0.203
72.910, 0.217
72.920, 0.239
72.930, 0.260
72.940, 0.274
72.950, 0.277
72.960, 0.270
72.970, 0.257
72.980, 0.242
72.990, 0.227
73.000, 0.213
73.010, 0.200
73.020, 0.185
73.030, 0.168
73.040, 0.147
73.050, 0.124
73.060, 0.102
73.070, 0.083
73.080, 0.071
73.090, 0.067
73.100, 0.070
73.110, 0.079
73.120, 0.093
73.130, 0.107
73.140, 0.118
73.150, 0.124
73.160, 0.124
73.170, 0.117
73.180, 0.105
73.190, 0.090
73.200, 0.073
73.210, 0.058
73.220, 0.045
73.230, 0.034
73.240, 0.028
73.250, 0.024
73.260, 0.025
73.270, 0.029
73.280, 0.036
73.290, 0.045
73.300, 0.053
73.310, 0.060
73.320, 0.064
73.330, 0.064
73.340, 0.060
73.350, 0.052
73.360, 0.043
73.370, 0.034
73.380, 0.027
73.390, 0.022
73.400, 0.021
73.410, 0.023
73.420, 0.030
73.430, 0.042
73.440, 0.057
73.450, 0.075
73.460, 0.096
73.470, 0.117
73.480, 0.137
73.490, 0.156
73.500, 0.174
73.510, 0.189
73.520, 0.202
73.530, 0.211
73.540, 0.214
73.550, 0.211
73.560, 0.199
73.570, 0.180
73.580, 0.155
73.590, 0.130
73.600, 0.107
73.610, 0.092
73.620, 0.087
73.630, 0.095
73.640, 0.117
73.650, 0.149
73.660, 0.190
73.670, 0.233
73.680, 0.274
73.690, 0.306
73.700, 0.326
73.710, 0.333
73.720, 0.326
73.730, 0.309
73.740, 0.285
73.750, 0.256
73.760, 0.227
73.770, 0.203
73.780, 0.190
73.790, 0.196
73.800, 0.234
73.810, 0.321
73.820, 0.470
73.830, 0.692
73.840, 0.986
73.850, 1.332
73.860, 1.694
73.870, 2.019
73.880, 2.254
73.890, 2.355
73.900, 2.302
73.910, 2.108
73.920, 1.809
73.930, 1.456
73.940, 1.102
73.950, 0.786
73.960, 0.531
73.970, 0.342
73.980, 0.215
73.990, 0.138
74.000, 0.101
74.010, 0.099
74.020, 0.129
74.030, 0.193
74.040, 0.294
74.050, 0.432
74.060, 0.600
74.070, 0.782
74.080, 0.955
74.090, 1.093
74.100, 1.174
74.110, 1.187
74.120, 1.141
74.130, 1.061
74.140, 0.990
74.150, 0.974
74.160, 1.052
74.170, 1.248
74.180, 1.559
74.190, 1.950
74.200, 2.361
74.210, 2.720
74.220, 2.956
74.230, 3.024
74.240, 2.915
74.250, 2.660
74.260, 2.318
74.270, 1.959
74.280, 1.643
74.290, 1.409
74.300, 1.266
74.310, 1.199
74.320, 1.182
74.330, 1.186
74.340, 1.191
74.350, 1.193
74.360, 1.207
74.370, 1.257
74.380, 1.366
74.390, 1.543
74.400, 1.777
74.410, 2.032
74.420, 2.256
74.430, 2.397
74.440, 2.417
74.450, 2.304
74.460, 2.080
74.470, 1.787
74.480, 1.478
74.490, 1.204
74.500, 0.997
74.510, 0.869
74.520, 0.815
74.530, 0.811
74.540, 0.830
74.550, 0.847
74.560, 0.845
74.570, 0.818
74.580, 0.774
74.590, 0.729
74.600, 0.704
74.610, 0.713
74.620, 0.766
74.630, 0.864
74.640, 1.001
74.650, 1.160
74.660, 1.322
74.670, 1.462
74.680, 1.556
74.690, 1.584
74.700, 1.537
74.710, 1.418
74.720, 1.244
74.730, 1.041
74.740, 0.834
74.750, 0.647
74.760, 0.492
74.770, 0.373
74.780, 0.285
74.790, 0.225
74.800, 0.187
74.810, 0.171
74.820, 0.177
74.830, 0.211
74.840, 0.274
74.850, 0.367
74.860, 0.485
74.870, 0.616
74.880, 0.744
74.890, 0.850
74.900, 0.915
74.910, 0.930
74.920, 0.894
74.930, 0.816
74.940, 0.714
74.950, 0.611
74.960, 0.527
74.970, 0.474
74.980, 0.455
74.990, 0.463
75.000, 0.487
75.010, 0.509
75.020, 0.517
75.030, 0.503
75.040, 0.469
75.050, 0.421
75.060, 0.370
75.070, 0.326
75.080, 0.297
75.090, 0.285
75.100, 0.287
75.110, 0.300
75.120, 0.318
75.130, 0.335
75.140, 0.346
75.150, 0.349
75.160, 0.344
75.170, 0.334
75.180, 0.323
75.190, 0.314
75.200, 0.311
75.210, 0.312
75.220, 0.316
75.230, 0.317
75.240, 0.312
75.250, 0.299
75.260, 0.279
75.270, 0.256
75.280, 0.237
75.290, 0.228
75.300, 0.234
75.310, 0.258
75.320, 0.298
75.330, 0.349
75.340, 0.402
75.350, 0.446
75.360, 0.471
75.370, 0.472
75.380, 0.446
75.390, 0.398
75.400, 0.334
75.410, 0.266
75.420, 0.201
75.430, 0.145
75.440, 0.103
75.450, 0.075
75.460, 0.060
75.470, 0.058
75.480, 0.068
75.490, 0.090
75.500, 0.122
75.510, 0.164
75.520, 0.213
75.530, 0.265
75.540, 0.314
75.550, 0.352
75.560, 0.376
75.570, 0.383
75.580, 0.372
75.590, 0.348
75.600, 0.319
75.610, 0.291
75.620, 0.273
75.630, 0.268
75.640, 0.280
75.650, 0.308
75.660, 0.350
75.670, 0.402
75.680, 0.461
75.690, 0.520
75.700, 0.574
75.710, 0.614
75.720, 0.635
75.730, 0.631
75.740, 0.604
75.750, 0.555
75.760, 0.492
75.770, 0.422
75.780, 0.353
75.790, 0.289
75.800, 0.235
75.810, 0.191
75.820, 0.160
75.830, 0.141
75.840, 0.134
75.850, 0.138
75.860, 0.152
75.870, 0.173
75.880, 0.200
75.890, 0.230
75.900, 0.261
75.910, 0.291
75.920, 0.315
75.930, 0.331
75.940, 0.335
75.950, 0.325
75.960, 0.300
75.970, 0.265
75.980, 0.223
75.990, 0.179
76.000, 0.139
76.010, 0.106
76.020, 0.080
76.030, 0.062
76.040, 0.052
76.050, 0.048
76.060, 0.050
76.070, 0.059
76.080, 0.075
76.090, 0.099
76.100, 0.129
76.110, 0.163
76.120, 0.198
76.130, 0.228
76.140, 0.249
76.150, 0.258
76.160, 0.252
76.170, 0.232
76.180, 0.204
76.190, 0.170
76.200, 0.137
76.210, 0.107
76.220, 0.083
76.230, 0.065
76.240, 0.051
76.250, 0.041
76.260, 0.034
76.270, 0.029
76.280, 0.026
76.290, 0.027
76.300, 0.031
76.310, 0.039
76.320, 0.052
76.330, 0.067
76.340, 0.084
76.350, 0.100
76.360, 0.112
76.370, 0.119
76.380, 0.118
76.390, 0.112
76.400, 0.100
76.410, 0.086
76.420, 0.072
76.430, 0.060
76.440, 0.052
76.450, 0.047
76.460, 0.046
76.470, 0.047
76.480, 0.048
76.490, 0.049
76.500, 0.048
76.510, 0.047
76.520, 0.044
76.530, 0.041
76.540, 0.039
76.550, 0.038
76.560, 0.038
76.570, 0.039
76.580, 0.042
76.590, 0.044
76.600, 0.048
76.610, 0.052
76.620, 0.058
76.630, 0.067
76.640, 0.084
76.650, 0.111
76.660, 0.157
76.670, 0.228
76.680, 0.332
76.690, 0.472
76.700, 0.643
76.710, 0.830
76.720, 1.010
76.730, 1.155
76.740, 1.239
76.750, 1.247
76.760, 1.176
76.770, 1.041
76.780, 0.867
76.790, 0.681
76.800, 0.509
76.810, 0.367
76.820, 0.262
76.830, 0.190
76.840, 0.146
76.850, 0.124
76.860, 0.116
76.870, 0.122
76.880, 0.145
76.890, 0.190
76.900, 0.264
76.910, 0.374
76.920, 0.522
76.930, 0.705
76.940, 0.910
76.950, 1.117
76.960, 1.301
76.970, 1.438
76.980, 1.513
76.990, 1.516
77.000, 1.450
77.010, 1.327
77.020, 1.165
77.030, 0.980
77.040, 0.792
77.050, 0.615
77.060, 0.460
77.070, 0.331
77.080, 0.232
77.090, 0.161
77.100, 0.114
77.110, 0.089
77.120, 0.082
77.130, 0.091
77.140, 0.115
77.150, 0.152
77.160, 0.201
77.170, 0.258
77.180, 0.320
77.190, 0.379
77.200, 0.431
77.210, 0.469
77.220, 0.490
77.230, 0.491
77.240, 0.473
77.250, 0.437
77.260, 0.390
77.270, 0.337
77.280, 0.284
77.290, 0.235
77.300, 0.194
77.310, 0.160
77.320, 0.132
77.330, 0.109
77.340, 0.089
77.350, 0.071
77.360, 0.055
77.370, 0.041
77.380, 0.030
77.390, 0.021
77.400, 0.014
77.410, 0.010
77.420, 0.007
77.430, 0.006
77.440, 0.005
77.450, 0.006
77.460, 0.007
77.470, 0.011
77.480, 0.016
77.490, 0.024
77.500, 0.035
77.510, 0.048
77.520, 0.062
77.530, 0.075
77.540, 0.086
77.550, 0.092
77.560, 0.093
77.570, 0.089
77.580, 0.079
77.590, 0.067
77.600, 0.053
77.610, 0.041
77.620, 0.030
77.630, 0.022
77.640, 0.017
77.650, 0.014
77.660, 0.013
77.670, 0.013
77.680, 0.015
77.690, 0.019
77.700, 0.025
77.710, 0.032
77.720, 0.042
77.730, 0.055
77.740, 0.071
77.750, 0.094
77.760, 0.129
77.770, 0.182
77.780, 0.265
77.790, 0.388
77.800, 0.562
77.810, 0.789
77.820, 1.061
77.830, 1.362
77.840, 1.663
77.850, 1.931
77.860, 2.133
77.870, 2.248
77.880, 2.261
77.890, 2.176
77.900, 2.004
77.910, 1.767
77.920, 1.491
77.930, 1.204
77.940, 0.930
77.950, 0.690
77.960, 0.498
77.970, 0.360
77.980, 0.276
77.990, 0.247
78.000, 0.267
78.010, 0.334
78.020, 0.442
78.030, 0.584
78.040, 0.750
78.050, 0.924
78.060, 1.089
78.070, 1.228
78.080, 1.326
78.090, 1.373
78.100, 1.367
78.110, 1.312
78.120, 1.214
78.130, 1.085
78.140, 0.934
78.150, 0.775
78.160, 0.618
78.170, 0.473
78.180, 0.349
78.190, 0.252
78.200, 0.183
78.210, 0.143
78.220, 0.129
78.230, 0.137
78.240, 0.163
78.250, 0.202
78.260, 0.250
78.270, 0.301
78.280, 0.351
78.290, 0.394
78.300, 0.426
78.310, 0.443
78.320, 0.442
78.330, 0.423
78.340, 0.387
78.350, 0.339
78.360, 0.283
78.370, 0.226
78.380, 0.175
78.390, 0.134
78.400, 0.105
78.410, 0.087
78.420, 0.078
78.430, 0.076
78.440, 0.079
78.450, 0.085
78.460, 0.096
78.470, 0.115
78.480, 0.145
78.490, 0.192
78.500, 0.259
78.510, 0.346
78.520, 0.447
78.530, 0.553
78.540, 0.647
78.550, 0.716
78.560, 0.748
78.570, 0.744
78.580, 0.716
78.590, 0.687
78.600, 0.692
78.610, 0.771
78.620, 0.959
78.630, 1.280
78.640, 1.735
78.650, 2.294
78.660, 2.897
78.670, 3.457
78.680, 3.881
78.690, 4.093
78.700, 4.054
78.710, 3.774
78.720, 3.308
78.730, 2.741
78.740, 2.162
78.750, 1.642
78.760, 1.221
78.770, 0.911
78.780, 0.696
78.790, 0.554
78.800, 0.459
78.810, 0.395
78.820, 0.355
78.830, 0.342
78.840, 0.366
78.850, 0.441
78.860, 0.579
78.870, 0.783
78.880, 1.044
78.890, 1.339
78.900, 1.627
78.910, 1.865
78.920, 2.009
78.930, 2.031
78.940, 1.927
78.950, 1.716
78.960, 1.434
78.970, 1.127
78.980, 0.834
78.990, 0.583
79.000, 0.388
79.010, 0.249
79.020, 0.156
79.030, 0.100
79.040, 0.068
79.050, 0.050
79.060, 0.041
79.070, 0.037
79.080, 0.034
79.090, 0.031
79.100, 0.030
79.110, 0.030
79.120, 0.034
79.130, 0.045
79.140, 0.068
79.150, 0.112
79.160, 0.188
79.170, 0.312
79.180, 0.503
79.190, 0.774
79.200, 1.132
79.210, 1.565
79.220, 2.037
79.230, 2.494
79.240, 2.868
79.250, 3.098
79.260, 3.139
79.270, 2.985
79.280, 2.662
79.290, 2.228
79.300, 1.751
79.310, 1.292
79.320, 0.896
79.330, 0.586
79.340, 0.363
79.350, 0.216
79.360, 0.127
79.370, 0.082
79.380, 0.069
79.390, 0.082
79.400, 0.123
79.410, 0.195
79.420, 0.306
79.430, 0.460
79.440, 0.658
79.450, 0.889
79.460, 1.132
79.470, 1.356
79.480, 1.528
79.490, 1.619
79.500, 1.614
79.510, 1.513
79.520, 1.335
79.530, 1.111
79.540, 0.873
79.550, 0.649
79.560, 0.460
79.570, 0.314
79.580, 0.213
79.590, 0.154
79.600, 0.136
79.610, 0.156
79.620, 0.214
79.630, 0.310
79.640, 0.440
79.650, 0.596
79.660, 0.760
79.670, 0.911
79.680, 1.026
