##NAMES=Ancylite-(Ce)
##RRUFFID=R060218
##IDEAL CHEMISTRY=CeSr(CO_3_)_2_(OH)&#183;H_2_O
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Royal Ontario Museum
##DESCRIPTION=Pale pink prismatic crystals
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060218
##MEASURED CHEMISTRY=(Ce_0.40_(La,Pr)_0.23_Ca_0.18_Nd_0.10_Sr_0.09_)_Σ=1_CO_3_((OH)_0.67_(H_2_O)_0.27_F_0.06_)_Σ=1_
##CELL PARAMETERS=a: 4.992(3) b: 8.479(4) c: 7.247(4) alpha: 90 beta: 90 gamma: 90 volume: 306.74(15) crystal system: orthorhombic
34.630, 0.000
34.640, 0.000
34.650, 0.000
34.660, 0.000
34.670, 0.000
34.680, 0.000
34.690, 0.000
34.700, 0.000
34.710, 0.000
34.720, 0.000
34.730, 0.000
34.740, 0.000
34.750, 0.000
34.760, 0.000
34.770, 0.000
34.780, 0.000
34.790, 0.000
34.800, 0.000
34.810, 0.000
34.820, 0.000
34.830, 0.000
34.840, 0.000
34.850, 0.000
34.860, 0.000
34.870, 0.000
34.880, 0.000
34.890, 0.000
34.900, 0.000
34.910, 0.000
34.920, 0.000
34.930, 0.000
34.940, 0.000
34.950, 0.000
34.960, 0.000
34.970, 0.000
34.980, 0.000
34.990, 0.000
35.000, 0.000
35.010, 0.000
35.020, 0.000
35.030, 0.000
35.040, 0.000
35.050, 0.000
35.060, 0.000
35.070, 0.000
35.080, 0.000
35.090, 0.000
35.100, 0.000
35.110, 0.000
35.120, 0.000
35.130, 0.000
35.140, 0.000
35.150, 0.000
35.160, 0.000
35.170, 0.000
35.180, 0.000
35.190, 0.000
35.200, 0.000
35.210, 0.000
35.220, 0.000
35.230, 0.000
35.240, 0.000
35.250, 0.000
35.260, 0.000
35.270, 0.000
35.280, 0.000
35.290, 0.000
35.300, 0.000
35.310, 0.000
35.320, 0.000
35.330, 0.000
35.340, 0.000
35.350, 0.000
35.360, 0.000
35.370, 0.000
35.380, 0.000
35.390, 0.000
35.400, 0.000
35.410, 0.000
35.420, 0.000
35.430, 0.000
35.440, 0.000
35.450, 0.000
35.460, 0.000
35.470, 0.000
35.480, 0.000
35.490, 0.000
35.500, 0.000
35.510, 0.000
35.520, 0.000
35.530, 0.000
35.540, 0.000
35.550, 0.000
35.560, 0.000
35.570, 0.000
35.580, 0.000
35.590, 0.000
35.600, 0.000
35.610, 0.000
35.620, 0.000
35.630, 0.000
35.640, 0.000
35.650, 0.000
35.660, 0.000
35.670, 0.000
35.680, 0.000
35.690, 0.000
35.700, 0.000
35.710, 0.000
35.720, 0.000
35.730, 0.000
35.740, 0.000
35.750, 0.000
35.760, 0.000
35.770, 0.000
35.780, 0.000
35.790, 0.000
35.800, 0.000
35.810, 0.001
35.820, 0.005
35.830, 0.018
35.840, 0.058
35.850, 0.169
35.860, 0.445
35.870, 1.059
35.880, 2.275
35.890, 4.418
35.900, 7.754
35.910, 12.300
35.920, 17.633
35.930, 22.853
35.940, 26.791
35.950, 28.447
35.960, 27.457
35.970, 24.300
35.980, 20.126
35.990, 16.276
36.000, 13.752
36.010, 12.881
36.020, 13.286
36.030, 14.143
36.040, 14.567
36.050, 13.975
36.060, 12.268
36.070, 9.782
36.080, 7.062
36.090, 4.611
36.100, 2.722
36.110, 1.452
36.120, 0.700
36.130, 0.305
36.140, 0.120
36.150, 0.043
36.160, 0.014
36.170, 0.004
36.180, 0.001
36.190, 0.000
36.200, 0.000
36.210, 0.000
36.220, 0.000
36.230, 0.000
36.240, 0.000
36.250, 0.000
36.260, 0.000
36.270, 0.000
36.280, 0.000
36.290, 0.000
36.300, 0.000
36.310, 0.000
36.320, 0.000
36.330, 0.000
36.340, 0.000
36.350, 0.000
36.360, 0.000
36.370, 0.001
36.380, 0.002
36.390, 0.006
36.400, 0.019
36.410, 0.050
36.420, 0.121
36.430, 0.266
36.440, 0.526
36.450, 0.943
36.460, 1.527
36.470, 2.237
36.480, 2.963
36.490, 3.552
36.500, 3.857
36.510, 3.803
36.520, 3.428
36.530, 2.869
36.540, 2.309
36.550, 1.903
36.560, 1.722
36.570, 1.742
36.580, 1.866
36.590, 1.968
36.600, 1.952
36.610, 1.779
36.620, 1.476
36.630, 1.110
36.640, 0.755
36.650, 0.465
36.660, 0.259
36.670, 0.130
36.680, 0.059
36.690, 0.024
36.700, 0.009
36.710, 0.003
36.720, 0.001
36.730, 0.000
36.740, 0.000
36.750, 0.000
36.760, 0.000
36.770, 0.000
36.780, 0.000
36.790, 0.000
36.800, 0.000
36.810, 0.000
36.820, 0.000
36.830, 0.000
36.840, 0.000
36.850, 0.000
36.860, 0.000
36.870, 0.000
36.880, 0.000
36.890, 0.000
36.900, 0.000
36.910, 0.000
36.920, 0.000
36.930, 0.000
36.940, 0.000
36.950, 0.000
36.960, 0.000
36.970, 0.000
36.980, 0.000
36.990, 0.000
37.000, 0.000
37.010, 0.000
37.020, 0.000
37.030, 0.000
37.040, 0.000
37.050, 0.000
37.060, 0.000
37.070, 0.000
37.080, 0.000
37.090, 0.000
37.100, 0.000
37.110, 0.001
37.120, 0.003
37.130, 0.009
37.140, 0.029
37.150, 0.085
37.160, 0.224
37.170, 0.536
37.180, 1.163
37.190, 2.283
37.200, 4.055
37.210, 6.518
37.220, 9.484
37.230, 12.492
37.240, 14.900
37.250, 16.108
37.260, 15.822
37.270, 14.204
37.280, 11.831
37.290, 9.457
37.300, 7.722
37.310, 6.938
37.320, 7.023
37.330, 7.586
37.340, 8.115
37.350, 8.182
37.360, 7.591
37.370, 6.417
37.380, 4.921
37.390, 3.419
37.400, 2.151
37.410, 1.225
37.420, 0.631
37.430, 0.294
37.440, 0.124
37.450, 0.047
37.460, 0.016
37.470, 0.005
37.480, 0.001
37.490, 0.000
37.500, 0.000
37.510, 0.000
37.520, 0.000
37.530, 0.000
37.540, 0.000
37.550, 0.000
37.560, 0.000
37.570, 0.000
37.580, 0.000
37.590, 0.000
37.600, 0.000
37.610, 0.000
37.620, 0.000
37.630, 0.000
37.640, 0.000
37.650, 0.000
37.660, 0.000
37.670, 0.000
37.680, 0.000
37.690, 0.000
37.700, 0.000
37.710, 0.000
37.720, 0.000
37.730, 0.000
37.740, 0.000
37.750, 0.000
37.760, 0.000
37.770, 0.000
37.780, 0.000
37.790, 0.000
37.800, 0.000
37.810, 0.000
37.820, 0.000
37.830, 0.000
37.840, 0.000
37.850, 0.000
37.860, 0.000
37.870, 0.000
37.880, 0.000
37.890, 0.000
37.900, 0.000
37.910, 0.000
37.920, 0.000
37.930, 0.000
37.940, 0.000
37.950, 0.000
37.960, 0.000
37.970, 0.000
37.980, 0.000
37.990, 0.000
38.000, 0.000
38.010, 0.000
38.020, 0.000
38.030, 0.000
38.040, 0.000
38.050, 0.000
38.060, 0.000
38.070, 0.000
38.080, 0.000
38.090, 0.000
38.100, 0.000
38.110, 0.000
38.120, 0.000
38.130, 0.000
38.140, 0.000
38.150, 0.000
38.160, 0.000
38.170, 0.000
38.180, 0.000
38.190, 0.000
38.200, 0.000
38.210, 0.000
38.220, 0.000
38.230, 0.000
38.240, 0.000
38.250, 0.000
38.260, 0.000
38.270, 0.000
38.280, 0.000
38.290, 0.000
38.300, 0.000
38.310, 0.000
38.320, 0.000
38.330, 0.000
38.340, 0.000
38.350, 0.000
38.360, 0.000
38.370, 0.000
38.380, 0.000
38.390, 0.000
38.400, 0.000
38.410, 0.000
38.420, 0.000
38.430, 0.000
38.440, 0.000
38.450, 0.000
38.460, 0.000
38.470, 0.000
38.480, 0.001
38.490, 0.004
38.500, 0.016
38.510, 0.054
38.520, 0.161
38.530, 0.437
38.540, 1.079
38.550, 2.411
38.560, 4.886
38.570, 8.973
38.580, 14.940
38.590, 22.548
38.600, 30.852
38.610, 38.288
38.620, 43.136
38.630, 44.237
38.640, 41.576
38.650, 36.431
38.660, 30.952
38.670, 27.376
38.680, 27.211
38.690, 30.696
38.700, 36.692
38.710, 43.060
38.720, 47.413
38.730, 48.014
38.740, 44.424
38.750, 37.601
38.760, 29.418
38.770, 21.867
38.780, 16.351
38.790, 13.348
38.800, 12.472
38.810, 12.801
38.820, 13.294
38.830, 13.156
38.840, 12.044
38.850, 10.073
38.860, 7.660
38.870, 5.286
38.880, 3.308
38.890, 1.877
38.900, 0.966
38.910, 0.450
38.920, 0.190
38.930, 0.073
38.940, 0.025
38.950, 0.008
38.960, 0.002
38.970, 0.001
38.980, 0.000
38.990, 0.000
39.000, 0.000
39.010, 0.000
39.020, 0.000
39.030, 0.000
39.040, 0.000
39.050, 0.000
39.060, 0.000
39.070, 0.000
39.080, 0.000
39.090, 0.000
39.100, 0.000
39.110, 0.000
39.120, 0.000
39.130, 0.000
39.140, 0.000
39.150, 0.000
39.160, 0.000
39.170, 0.000
39.180, 0.000
39.190, 0.000
39.200, 0.000
39.210, 0.000
39.220, 0.000
39.230, 0.000
39.240, 0.000
39.250, 0.000
39.260, 0.000
39.270, 0.000
39.280, 0.000
39.290, 0.000
39.300, 0.000
39.310, 0.000
39.320, 0.000
39.330, 0.000
39.340, 0.000
39.350, 0.000
39.360, 0.000
39.370, 0.000
39.380, 0.000
39.390, 0.000
39.400, 0.000
39.410, 0.000
39.420, 0.000
39.430, 0.000
39.440, 0.000
39.450, 0.000
39.460, 0.000
39.470, 0.000
39.480, 0.000
39.490, 0.001
39.500, 0.004
39.510, 0.010
39.520, 0.025
39.530, 0.055
39.540, 0.113
39.550, 0.211
39.560, 0.355
39.570, 0.543
39.580, 0.753
39.590, 0.949
39.600, 1.085
39.610, 1.127
39.620, 1.067
39.630, 0.925
39.640, 0.746
39.650, 0.582
39.660, 0.470
39.670, 0.427
39.680, 0.445
39.690, 0.496
39.700, 0.548
39.710, 0.569
39.720, 0.544
39.730, 0.475
39.740, 0.377
39.750, 0.271
39.760, 0.177
39.770, 0.105
39.780, 0.057
39.790, 0.028
39.800, 0.012
39.810, 0.005
39.820, 0.002
39.830, 0.001
39.840, 0.000
39.850, 0.000
39.860, 0.000
39.870, 0.000
39.880, 0.000
39.890, 0.000
39.900, 0.000
39.910, 0.000
39.920, 0.000
39.930, 0.000
39.940, 0.000
39.950, 0.000
39.960, 0.000
39.970, 0.000
39.980, 0.000
39.990, 0.000
40.000, 0.000
40.010, 0.000
40.020, 0.000
40.030, 0.000
40.040, 0.000
40.050, 0.000
40.060, 0.000
40.070, 0.000
40.080, 0.000
40.090, 0.000
40.100, 0.000
40.110, 0.000
40.120, 0.000
40.130, 0.000
40.140, 0.000
40.150, 0.000
40.160, 0.000
40.170, 0.000
40.180, 0.000
40.190, 0.000
40.200, 0.000
40.210, 0.000
40.220, 0.000
40.230, 0.000
40.240, 0.000
40.250, 0.000
40.260, 0.000
40.270, 0.000
40.280, 0.000
40.290, 0.000
40.300, 0.000
40.310, 0.000
40.320, 0.000
40.330, 0.001
40.340, 0.002
40.350, 0.005
40.360, 0.012
40.370, 0.024
40.380, 0.047
40.390, 0.081
40.400, 0.128
40.410, 0.183
40.420, 0.239
40.430, 0.283
40.440, 0.304
40.450, 0.298
40.460, 0.266
40.470, 0.220
40.480, 0.171
40.490, 0.134
40.500, 0.113
40.510, 0.112
40.520, 0.123
40.530, 0.139
40.540, 0.151
40.550, 0.153
40.560, 0.141
40.570, 0.119
40.580, 0.091
40.590, 0.063
40.600, 0.040
40.610, 0.023
40.620, 0.012
40.630, 0.006
40.640, 0.002
40.650, 0.001
40.660, 0.000
40.670, 0.000
40.680, 0.000
40.690, 0.000
40.700, 0.000
40.710, 0.000
40.720, 0.000
40.730, 0.000
40.740, 0.000
40.750, 0.000
40.760, 0.000
40.770, 0.000
40.780, 0.000
40.790, 0.000
40.800, 0.000
40.810, 0.000
40.820, 0.000
40.830, 0.000
40.840, 0.000
40.850, 0.000
40.860, 0.000
40.870, 0.000
40.880, 0.000
40.890, 0.000
40.900, 0.000
40.910, 0.000
40.920, 0.000
40.930, 0.000
40.940, 0.000
40.950, 0.000
40.960, 0.000
40.970, 0.000
40.980, 0.000
40.990, 0.000
41.000, 0.000
41.010, 0.000
41.020, 0.000
41.030, 0.000
41.040, 0.000
41.050, 0.000
41.060, 0.000
41.070, 0.000
41.080, 0.000
41.090, 0.000
41.100, 0.000
41.110, 0.000
41.120, 0.000
41.130, 0.000
41.140, 0.000
41.150, 0.000
41.160, 0.000
41.170, 0.000
41.180, 0.000
41.190, 0.000
41.200, 0.000
41.210, 0.000
41.220, 0.000
41.230, 0.000
41.240, 0.000
41.250, 0.000
41.260, 0.000
41.270, 0.000
41.280, 0.000
41.290, 0.000
41.300, 0.000
41.310, 0.000
41.320, 0.000
41.330, 0.000
41.340, 0.000
41.350, 0.000
41.360, 0.000
41.370, 0.000
41.380, 0.000
41.390, 0.000
41.400, 0.000
41.410, 0.000
41.420, 0.000
41.430, 0.000
41.440, 0.000
41.450, 0.000
41.460, 0.000
41.470, 0.000
41.480, 0.000
41.490, 0.000
41.500, 0.000
41.510, 0.000
41.520, 0.000
41.530, 0.000
41.540, 0.000
41.550, 0.000
41.560, 0.000
41.570, 0.000
41.580, 0.000
41.590, 0.000
41.600, 0.000
41.610, 0.000
41.620, 0.000
41.630, 0.000
41.640, 0.000
41.650, 0.000
41.660, 0.000
41.670, 0.000
41.680, 0.000
41.690, 0.000
41.700, 0.000
41.710, 0.000
41.720, 0.000
41.730, 0.000
41.740, 0.000
41.750, 0.000
41.760, 0.000
41.770, 0.000
41.780, 0.000
41.790, 0.000
41.800, 0.000
41.810, 0.000
41.820, 0.000
41.830, 0.001
41.840, 0.002
41.850, 0.008
41.860, 0.024
41.870, 0.065
41.880, 0.161
41.890, 0.362
41.900, 0.740
41.910, 1.376
41.920, 2.328
41.930, 3.583
41.940, 5.018
41.950, 6.392
41.960, 7.409
41.970, 7.818
41.980, 7.518
41.990, 6.613
42.000, 5.370
42.010, 4.126
42.020, 3.172
42.030, 2.672
42.040, 2.640
42.050, 2.957
42.060, 3.418
42.070, 3.802
42.080, 3.930
42.090, 3.725
42.100, 3.221
42.110, 2.536
42.120, 1.817
42.130, 1.184
42.140, 0.702
42.150, 0.379
42.160, 0.186
42.170, 0.083
42.180, 0.034
42.190, 0.012
42.200, 0.004
42.210, 0.001
42.220, 0.000
42.230, 0.000
42.240, 0.000
42.250, 0.000
42.260, 0.000
42.270, 0.000
42.280, 0.000
42.290, 0.000
42.300, 0.000
42.310, 0.000
42.320, 0.000
42.330, 0.000
42.340, 0.000
42.350, 0.000
42.360, 0.000
42.370, 0.000
42.380, 0.000
42.390, 0.000
42.400, 0.000
42.410, 0.000
42.420, 0.000
42.430, 0.000
42.440, 0.000
42.450, 0.000
42.460, 0.000
42.470, 0.000
42.480, 0.002
42.490, 0.006
42.500, 0.020
42.510, 0.057
42.520, 0.149
42.530, 0.354
42.540, 0.768
42.550, 1.516
42.560, 2.725
42.570, 4.458
42.580, 6.639
42.590, 9.000
42.600, 11.107
42.610, 12.482
42.620, 12.779
42.630, 11.937
42.640, 10.218
42.650, 8.110
42.660, 6.151
42.670, 4.763
42.680, 4.145
42.690, 4.263
42.700, 4.888
42.710, 5.677
42.720, 6.276
42.730, 6.423
42.740, 6.021
42.750, 5.148
42.760, 4.010
42.770, 2.845
42.780, 1.839
42.790, 1.089
42.800, 0.606
42.810, 0.352
42.820, 0.287
42.830, 0.388
42.840, 0.659
42.850, 1.110
42.860, 1.734
42.870, 2.475
42.880, 3.221
42.890, 3.817
42.900, 4.121
42.910, 4.056
42.920, 3.648
42.930, 3.017
42.940, 2.334
42.950, 1.764
42.960, 1.417
42.970, 1.331
42.980, 1.475
42.990, 1.771
43.000, 2.115
43.010, 2.413
43.020, 2.597
43.030, 2.641
43.040, 2.551
43.050, 2.355
43.060, 2.080
43.070, 1.756
43.080, 1.410
43.090, 1.075
43.100, 0.785
43.110, 0.569
43.120, 0.443
43.130, 0.406
43.140, 0.440
43.150, 0.514
43.160, 0.592
43.170, 0.639
43.180, 0.636
43.190, 0.578
43.200, 0.480
43.210, 0.362
43.220, 0.249
43.230, 0.156
43.240, 0.089
43.250, 0.046
43.260, 0.022
43.270, 0.009
43.280, 0.004
43.290, 0.001
43.300, 0.000
43.310, 0.000
43.320, 0.000
43.330, 0.000
43.340, 0.000
43.350, 0.000
43.360, 0.000
43.370, 0.000
43.380, 0.000
43.390, 0.000
43.400, 0.000
43.410, 0.000
43.420, 0.000
43.430, 0.000
43.440, 0.000
43.450, 0.000
43.460, 0.000
43.470, 0.000
43.480, 0.000
43.490, 0.000
43.500, 0.000
43.510, 0.000
43.520, 0.000
43.530, 0.000
43.540, 0.000
43.550, 0.000
43.560, 0.000
43.570, 0.000
43.580, 0.000
43.590, 0.000
43.600, 0.000
43.610, 0.000
43.620, 0.000
43.630, 0.000
43.640, 0.000
43.650, 0.000
43.660, 0.000
43.670, 0.000
43.680, 0.000
43.690, 0.000
43.700, 0.000
43.710, 0.000
43.720, 0.001
43.730, 0.004
43.740, 0.014
43.750, 0.046
43.760, 0.137
43.770, 0.370
43.780, 0.910
43.790, 2.040
43.800, 4.168
43.810, 7.761
43.820, 13.172
43.830, 20.376
43.840, 28.729
43.850, 36.921
43.860, 43.254
43.870, 46.203
43.880, 45.033
43.890, 40.135
43.900, 32.905
43.910, 25.234
43.920, 18.879
43.930, 14.994
43.940, 13.943
43.950, 15.347
43.960, 18.270
43.970, 21.487
43.980, 23.804
43.990, 24.375
44.000, 22.931
44.010, 19.792
44.020, 15.683
44.030, 11.427
44.040, 7.677
44.050, 4.781
44.060, 2.795
44.070, 1.590
44.080, 0.964
44.090, 0.720
44.100, 0.698
44.110, 0.777
44.120, 0.870
44.130, 0.919
44.140, 0.894
44.150, 0.796
44.160, 0.647
44.170, 0.479
44.180, 0.324
44.190, 0.199
44.200, 0.112
44.210, 0.057
44.220, 0.027
44.230, 0.011
44.240, 0.004
44.250, 0.002
44.260, 0.001
44.270, 0.000
44.280, 0.000
44.290, 0.000
44.300, 0.000
44.310, 0.000
44.320, 0.000
44.330, 0.000
44.340, 0.000
44.350, 0.001
44.360, 0.002
44.370, 0.007
44.380, 0.020
44.390, 0.056
44.400, 0.143
44.410, 0.331
44.420, 0.701
44.430, 1.353
44.440, 2.384
44.450, 3.829
44.460, 5.611
44.470, 7.500
44.480, 9.143
44.490, 10.169
44.500, 10.320
44.510, 9.570
44.520, 8.136
44.530, 6.402
44.540, 4.784
44.550, 3.609
44.560, 3.041
44.570, 3.073
44.580, 3.555
44.590, 4.245
44.600, 4.867
44.610, 5.188
44.620, 5.076
44.630, 4.541
44.640, 3.708
44.650, 2.762
44.660, 1.877
44.670, 1.163
44.680, 0.657
44.690, 0.339
44.700, 0.159
44.710, 0.068
44.720, 0.027
44.730, 0.010
44.740, 0.003
44.750, 0.001
44.760, 0.000
44.770, 0.000
44.780, 0.000
44.790, 0.000
44.800, 0.000
44.810, 0.000
44.820, 0.000
44.830, 0.000
44.840, 0.000
44.850, 0.000
44.860, 0.000
44.870, 0.000
44.880, 0.000
44.890, 0.000
44.900, 0.000
44.910, 0.000
44.920, 0.000
44.930, 0.000
44.940, 0.000
44.950, 0.000
44.960, 0.000
44.970, 0.000
44.980, 0.000
44.990, 0.000
45.000, 0.000
45.010, 0.000
45.020, 0.000
45.030, 0.000
45.040, 0.000
45.050, 0.000
45.060, 0.000
45.070, 0.000
45.080, 0.000
45.090, 0.000
45.100, 0.000
45.110, 0.000
45.120, 0.000
45.130, 0.000
45.140, 0.000
45.150, 0.000
45.160, 0.000
45.170, 0.000
45.180, 0.000
45.190, 0.000
45.200, 0.000
45.210, 0.001
45.220, 0.004
45.230, 0.013
45.240, 0.041
45.250, 0.119
45.260, 0.317
45.270, 0.771
45.280, 1.714
45.290, 3.478
45.300, 6.440
45.310, 10.886
45.320, 16.797
45.330, 23.658
45.340, 30.415
45.350, 35.697
45.360, 38.251
45.370, 37.444
45.380, 33.533
45.390, 27.594
45.400, 21.130
45.410, 15.569
45.420, 11.899
45.430, 10.504
45.440, 11.195
45.450, 13.335
45.460, 16.007
45.470, 18.232
45.480, 19.220
45.490, 18.582
45.500, 16.426
45.510, 13.261
45.520, 9.774
45.530, 6.576
45.540, 4.039
45.550, 2.264
45.560, 1.159
45.570, 0.541
45.580, 0.231
45.590, 0.090
45.600, 0.032
45.610, 0.010
45.620, 0.003
45.630, 0.001
45.640, 0.000
45.650, 0.000
45.660, 0.000
45.670, 0.000
45.680, 0.000
45.690, 0.000
45.700, 0.000
45.710, 0.000
45.720, 0.000
45.730, 0.000
45.740, 0.000
45.750, 0.000
45.760, 0.000
45.770, 0.000
45.780, 0.000
45.790, 0.000
45.800, 0.000
45.810, 0.000
45.820, 0.000
45.830, 0.000
45.840, 0.000
45.850, 0.000
45.860, 0.000
45.870, 0.000
45.880, 0.000
45.890, 0.000
45.900, 0.000
45.910, 0.000
45.920, 0.000
45.930, 0.000
45.940, 0.000
45.950, 0.000
45.960, 0.000
45.970, 0.000
45.980, 0.000
45.990, 0.000
46.000, 0.000
46.010, 0.000
46.020, 0.000
46.030, 0.000
46.040, 0.000
46.050, 0.000
46.060, 0.000
46.070, 0.000
46.080, 0.000
46.090, 0.000
46.100, 0.000
46.110, 0.000
46.120, 0.000
46.130, 0.000
46.140, 0.000
46.150, 0.000
46.160, 0.000
46.170, 0.000
46.180, 0.000
46.190, 0.000
46.200, 0.000
46.210, 0.000
46.220, 0.000
46.230, 0.000
46.240, 0.000
46.250, 0.000
46.260, 0.000
46.270, 0.000
46.280, 0.000
46.290, 0.000
46.300, 0.000
46.310, 0.000
46.320, 0.000
46.330, 0.000
46.340, 0.000
46.350, 0.000
46.360, 0.000
46.370, 0.000
46.380, 0.000
46.390, 0.000
46.400, 0.000
46.410, 0.000
46.420, 0.000
46.430, 0.000
46.440, 0.000
46.450, 0.000
46.460, 0.000
46.470, 0.000
46.480, 0.000
46.490, 0.000
46.500, 0.000
46.510, 0.000
46.520, 0.000
46.530, 0.000
46.540, 0.000
46.550, 0.000
46.560, 0.000
46.570, 0.000
46.580, 0.000
46.590, 0.000
46.600, 0.000
46.610, 0.000
46.620, 0.000
46.630, 0.000
46.640, 0.000
46.650, 0.000
46.660, 0.000
46.670, 0.000
46.680, 0.000
46.690, 0.000
46.700, 0.000
46.710, 0.000
46.720, 0.000
46.730, 0.000
46.740, 0.000
46.750, 0.000
46.760, 0.000
46.770, 0.001
46.780, 0.003
46.790, 0.009
46.800, 0.028
46.810, 0.080
46.820, 0.211
46.830, 0.509
46.840, 1.123
46.850, 2.264
46.860, 4.172
46.870, 7.030
46.880, 10.829
46.890, 15.249
46.900, 19.631
46.910, 23.105
46.920, 24.863
46.930, 24.472
46.940, 22.053
46.950, 18.252
46.960, 14.000
46.970, 10.212
46.980, 7.545
46.990, 6.302
47.000, 6.443
47.010, 7.653
47.020, 9.422
47.030, 11.152
47.040, 12.283
47.050, 12.442
47.060, 11.545
47.070, 9.800
47.080, 7.606
47.090, 5.397
47.100, 3.501
47.110, 2.076
47.120, 1.126
47.130, 0.558
47.140, 0.253
47.150, 0.105
47.160, 0.040
47.170, 0.014
47.180, 0.004
47.190, 0.001
47.200, 0.000
47.210, 0.000
47.220, 0.000
47.230, 0.000
47.240, 0.000
47.250, 0.000
47.260, 0.000
47.270, 0.000
47.280, 0.000
47.290, 0.000
47.300, 0.000
47.310, 0.000
47.320, 0.000
47.330, 0.000
47.340, 0.000
47.350, 0.000
47.360, 0.000
47.370, 0.000
47.380, 0.000
47.390, 0.000
47.400, 0.000
47.410, 0.000
47.420, 0.000
47.430, 0.000
47.440, 0.000
47.450, 0.000
47.460, 0.000
47.470, 0.000
47.480, 0.000
47.490, 0.000
47.500, 0.000
47.510, 0.000
47.520, 0.000
47.530, 0.000
47.540, 0.000
47.550, 0.000
47.560, 0.000
47.570, 0.000
47.580, 0.000
47.590, 0.000
47.600, 0.000
47.610, 0.000
47.620, 0.000
47.630, 0.000
47.640, 0.000
47.650, 0.000
47.660, 0.000
47.670, 0.000
47.680, 0.000
47.690, 0.000
47.700, 0.000
47.710, 0.000
47.720, 0.000
47.730, 0.000
47.740, 0.000
47.750, 0.000
47.760, 0.000
47.770, 0.000
47.780, 0.000
47.790, 0.000
47.800, 0.000
47.810, 0.000
47.820, 0.000
47.830, 0.000
47.840, 0.000
47.850, 0.000
47.860, 0.000
47.870, 0.000
47.880, 0.000
47.890, 0.000
47.900, 0.000
47.910, 0.000
47.920, 0.000
47.930, 0.000
47.940, 0.000
47.950, 0.000
47.960, 0.000
47.970, 0.000
47.980, 0.000
47.990, 0.000
48.000, 0.000
48.010, 0.000
48.020, 0.000
48.030, 0.000
48.040, 0.000
48.050, 0.000
48.060, 0.000
48.070, 0.000
48.080, 0.000
48.090, 0.000
48.100, 0.000
48.110, 0.000
48.120, 0.001
48.130, 0.002
48.140, 0.008
48.150, 0.022
48.160, 0.060
48.170, 0.147
48.180, 0.330
48.190, 0.679
48.200, 1.280
48.210, 2.209
48.220, 3.490
48.230, 5.046
48.240, 6.679
48.250, 8.092
48.260, 8.975
48.270, 9.113
48.280, 8.477
48.290, 7.235
48.300, 5.693
48.310, 4.191
48.320, 3.003
48.330, 2.290
48.340, 2.092
48.350, 2.346
48.360, 2.914
48.370, 3.606
48.380, 4.212
48.390, 4.550
48.400, 4.515
48.410, 4.105
48.420, 3.418
48.430, 2.605
48.440, 1.817
48.450, 1.161
48.460, 0.679
48.470, 0.363
48.480, 0.178
48.490, 0.080
48.500, 0.033
48.510, 0.012
48.520, 0.004
48.530, 0.001
48.540, 0.000
48.550, 0.000
48.560, 0.000
48.570, 0.000
48.580, 0.000
48.590, 0.000
48.600, 0.000
48.610, 0.000
48.620, 0.000
48.630, 0.000
48.640, 0.000
48.650, 0.000
48.660, 0.000
48.670, 0.000
48.680, 0.000
48.690, 0.000
48.700, 0.000
48.710, 0.000
48.720, 0.000
48.730, 0.000
48.740, 0.000
48.750, 0.000
48.760, 0.000
48.770, 0.000
48.780, 0.000
48.790, 0.000
48.800, 0.000
48.810, 0.000
48.820, 0.000
48.830, 0.000
48.840, 0.000
48.850, 0.000
48.860, 0.000
48.870, 0.000
48.880, 0.000
48.890, 0.000
48.900, 0.000
48.910, 0.000
48.920, 0.000
48.930, 0.000
48.940, 0.000
48.950, 0.000
48.960, 0.000
48.970, 0.000
48.980, 0.000
48.990, 0.000
49.000, 0.000
49.010, 0.000
49.020, 0.000
49.030, 0.000
49.040, 0.000
49.050, 0.000
49.060, 0.000
49.070, 0.000
49.080, 0.000
49.090, 0.001
49.100, 0.003
49.110, 0.008
49.120, 0.022
49.130, 0.052
49.140, 0.114
49.150, 0.230
49.160, 0.424
49.170, 0.717
49.180, 1.111
49.190, 1.576
49.200, 2.048
49.210, 2.439
49.220, 2.662
49.230, 2.661
49.240, 2.440
49.250, 2.054
49.260, 1.596
49.270, 1.161
49.280, 0.825
49.290, 0.628
49.300, 0.579
49.310, 0.658
49.320, 0.828
49.330, 1.035
49.340, 1.220
49.350, 1.331
49.360, 1.334
49.370, 1.226
49.380, 1.033
49.390, 0.797
49.400, 0.564
49.410, 0.365
49.420, 0.217
49.430, 0.118
49.440, 0.059
49.450, 0.028
49.460, 0.014
49.470, 0.013
49.480, 0.029
49.490, 0.078
49.500, 0.201
49.510, 0.479
49.520, 1.045
49.530, 2.088
49.540, 3.825
49.550, 6.422
49.560, 9.883
49.570, 13.937
49.580, 18.014
49.590, 21.339
49.600, 23.169
49.610, 23.060
49.620, 21.051
49.630, 17.652
49.640, 13.663
49.650, 9.907
49.660, 7.015
49.670, 5.327
49.680, 4.907
